Text,Noun,Number of Nouns,Verb,Number of Verbs,Adjective,Number of Adjectives
"Birmingham, Birmingham, United Kingdom",[],0,[],0,[],0
"Glasgow, Glasgow City, United Kingdom",[],0,[],0,[],0
"Lawrence, Kansas, United States",[],0,[],0,[],0
"Hong Kong, Hong Kong Island, Hong Kong",[],0,[],0,[],0
"Dublin, Dublin, Ireland",[],0,[],0,[],0
"Elizabethtown, Pennsylvania, United States",[],0,[],0,[],0
"Boulder, Colorado, United States",[],0,[],0,[],0
"Seminole, Texas, United States",[],0,[],0,[],0
"Pasadena, California, United States",[],0,[],0,[],0
"Manchester, Manchester, United Kingdom",[],0,[],0,[],0
"Atlanta, Georgia, United States",[],0,[],0,[],0
"Nottingham, Nottingham, United Kingdom",[],0,[],0,[],0
"Montréal, Quebec, Canada",[],0,[],0,[],0
"Mount Pleasant, Michigan, United States",[],0,[],0,[],0
"Mountain View, California, United States",[Mountain],1,[],0,[],0
"Kwun Tong, Kowloon, Hong Kong",[],0,[],0,[],0
"Dayton, Ohio, United States",[],0,[],0,[],0
"Somerville, New Jersey, United States",[],0,[],0,[],0
"Winston Salem, North Carolina, United States",[],0,[],0,[],0
"Calgary, Alberta, Canada",[],0,[],0,[],0
"Claremont, California, United States",[],0,[],0,[],0
"Belfast, Belfast, United Kingdom",[],0,[],0,[],0
"Brookings, South Dakota, United States",[Brookings],1,[],0,[],0
"Montréal, Quebec, Canada",[],0,[],0,[],0
"Cincinnati, Ohio, United States",[],0,[],0,[],0
"Nairobi, Nairobi Area, Kenya",[],0,[],0,[],0
"Winnipeg, Manitoba, Canada",[],0,[],0,[],0
"Milwaukee, Wisconsin, United States",[],0,[],0,[],0
"Sherbrooke, Quebec, Canada",[],0,[],0,[],0
"Corvallis, Oregon, United States",[],0,[],0,[],0
"Saint Lucia, Queensland, Australia",[],0,[],0,[],0
"Washington, District of Columbia, United States",[],0,[],0,[],0
"New Haven, Connecticut, United States",[],0,[],0,[],0
"Norman, Oklahoma, United States",[],0,[],0,[],0
"New York, New York, United States",[],0,[],0,[],0
"Milan, Lombardia, Italy",[],0,[],0,[],0
"Aurora, Colorado, United States",[],0,[],0,[],0
"New York, New York, United States",[],0,[],0,[],0
"Portland, Oregon, United States",[],0,[],0,[],0
"Madison, Wisconsin, United States",[],0,[],0,[],0
"Lake Worth, Florida, United States",[],0,[],0,[],0
"Deland, Florida, United States",[],0,[],0,[],0
"Greensboro, North Carolina, United States",[],0,[],0,[],0
"Bethlehem, Pennsylvania, United States",[],0,[],0,[],0
"Dublin, Dublin, Ireland",[],0,[],0,[],0
"London, England, United Kingdom",[],0,[],0,[],0
"Orlando, Florida, United States",[],0,[],0,[],0
"New York, New York, United States",[],0,[],0,[],0
"Hyderabad, Andhra Pradesh, India",[],0,[],0,[],0
"Lewiston, Maine, United States",[],0,[],0,[],0
"Mill Valley, California, United States",[],0,[],0,[],0
"Waterville, Maine, United States",[],0,[],0,[],0
"Chicago, Illinois, United States",[],0,[],0,[],0
"Portland, Oregon, United States",[],0,[],0,[],0
"Sydney, New South Wales, Australia",[],0,[],0,[],0
"Birmingham, Alabama, United States",[],0,[],0,[],0
"Saint Louis, Missouri, United States",[],0,[],0,[],0
"Louisville, Kentucky, United States",[],0,[],0,[],0
"New York, New York, United States",[],0,[],0,[],0
"Richmond, Virginia, United States",[],0,[],0,[],0
"Chicago, Illinois, United States",[],0,[],0,[],0
