Text,Token,Count,Freq,Length,Lemma,PoS,Tag,Dep,Shape,Sentiment
https://www.linkedin.com/company/y-combinator,https://www.linkedin.com/company/y-combinator,1,1,45,https://www.linkedin.com/company/y-combinator,NOUN,NN,ROOT,xxxx://xxx.xxxx.xxx/xxxx/x-xxxx,0.0
https://www.linkedin.com/company/executive-agency-for-small-and-medium-sized-enterprises-easme/,https://www.linkedin.com/company/executive-agency-for-small-and-medium-sized-enterprises-easme/,1,1,95,https://www.linkedin.com/company/executive-agency-for-small-and-medium-sized-enterprises-easme/,SPACE,_SP,ROOT,xxxx://xxx.xxxx.xxx/xxxx/xxxx-xxxx-xxx-xxxx-xxx-xxxx-xxxx-xxxx-xxxx/,0.0
https://www.linkedin.com/company/national-science-foundation,https://www.linkedin.com/company/national-science-foundation,1,1,60,https://www.linkedin.com/company/national-science-foundation,NOUN,NN,ROOT,xxxx://xxx.xxxx.xxx/xxxx/xxxx-xxxx-xxxx,0.0
https://www.linkedin.com/company/techstars,https://www.linkedin.com/company/techstars,1,2,42,https://www.linkedin.com/company/techstar,NOUN,NNS,ROOT,xxxx://xxx.xxxx.xxx/xxxx/xxxx,0.0
https://www.linkedin.com/company/masschallenge,https://www.linkedin.com/company/masschallenge,1,1,46,https://www.linkedin.com/company/masschallenge,PROPN,NNP,ROOT,xxxx://xxx.xxxx.xxx/xxxx/xxxx,0.0
http://www.linkedin.com/company/500-startups,http://www.linkedin.com/company/500-startups,1,1,44,http://www.linkedin.com/company/500-startup,NOUN,NNS,ROOT,xxxx://xxx.xxxx.xxx/xxxx/ddd-xxxx,0.0
https://www.linkedin.com/company/sosvvc/,https://www.linkedin.com/company/sosvvc/,1,1,40,https://www.linkedin.com/company/sosvvc/,PROPN,NNP,ROOT,xxxx://xxx.xxxx.xxx/xxxx/xxxx/,0.0
https://www.linkedin.com/company/new-enterprise-associates,https://www.linkedin.com/company/new-enterprise-associates,1,1,58,https://www.linkedin.com/company/new-enterprise-associates,PROPN,NNPS,ROOT,xxxx://xxx.xxxx.xxx/xxxx/xxx-xxxx-xxxx,0.0
https://www.linkedin.com/company/accel-vc,https://www.linkedin.com/company/accel-vc,1,1,41,https://www.linkedin.com/company/accel-vc,PROPN,NNP,ROOT,xxxx://xxx.xxxx.xxx/xxxx/xxxx-xx,0.0
http://www.linkedin.com/company/sequoia,http://www.linkedin.com/company/sequoia,1,1,39,http://www.linkedin.com/company/sequoia,NOUN,NN,ROOT,xxxx://xxx.xxxx.xxx/xxxx/xxxx,0.0
https://www.linkedin.com/company/bossa-nova-investimentos,https://www.linkedin.com/company/bossa-nova-investimentos,1,1,57,https://www.linkedin.com/company/bossa-nova-investimentos,VERB,VB,ROOT,xxxx://xxx.xxxx.xxx/xxxx/xxxx-xxxx-xxxx,0.0
https://www.linkedin.com/company/intel-capital,https://www.linkedin.com/company/intel-capital,1,1,46,https://www.linkedin.com/company/intel-capital,ADJ,JJ,ROOT,xxxx://xxx.xxxx.xxx/xxxx/xxxx-xxxx,0.0
https://www.linkedin.com/company/plug-and-play-tech-center,https://www.linkedin.com/company/plug-and-play-tech-center,1,1,58,https://www.linkedin.com/company/plug-and-play-tech-center,NUM,CD,ROOT,xxxx://xxx.xxxx.xxx/xxxx/xxxx-xxx-xxxx-xxxx-xxxx,0.0
https://www.linkedin.com/company/idgvc,https://www.linkedin.com/company/idgvc,1,1,38,https://www.linkedin.com/company/idgvc,NOUN,NN,ROOT,xxxx://xxx.xxxx.xxx/xxxx/xxxx,0.0
