Text,Token,Count,Freq,Length,Lemma,PoS,Tag,Dep,Shape,Sentiment
https://williamschantzscholarship.com/apply/,https://williamschantzscholarship.com/apply/,1,1,44,https://williamschantzscholarship.com/apply/,ADJ,JJ,ROOT,xxxx://xxxx.xxx/xxxx/,0.0
https://naias.com/public-show-tickets,https://naias.com/public-show-tickets,1,1,37,https://naias.com/public-show-ticket,NOUN,NNS,ROOT,xxxx://xxxx.xxx/xxxx-xxxx-xxxx,0.0
http://www.tiburonadvisors.com/CEO_Summits.html,http://www.tiburonadvisors.com/CEO_Summits.html,1,1,47,http://www.tiburonadvisors.com/ceo_summits.html,PRON,PRP,ROOT,xxxx://xxx.xxxx.xxx/XXX_Xxxxx.xxxx,0.0
https://mittalvarun.wordpress.com/2016/05/30/ey-stratgic-growth-forum-shanghai-china/,https://mittalvarun.wordpress.com/2016/05/30/ey-stratgic-growth-forum-shanghai-china/,1,1,85,https://mittalvarun.wordpress.com/2016/05/30/ey-stratgic-growth-forum-shanghai-china/,PROPN,NNP,ROOT,xxxx://xxxx.xxxx.xxx/dddd/dd/dd/xx-xxxx-xxxx-xxxx-xxxx-xxxx/,0.0
https://www.secardeo.com/seminars/,https://www.secardeo.com/seminars/,1,1,34,https://www.secardeo.com/seminars/,X,FW,ROOT,xxxx://xxx.xxxx.xxx/xxxx/,0.0
https://www.f6s.com/switchplustech/apply,https://www.f6s.com/switchplustech/apply,1,1,40,https://www.f6s.com/switchplustech/apply,ADV,RB,ROOT,xxxx://xxx.xdx.xxx/xxxx/xxxx,0.0
https://trekkingteamgroup.com/page/booking/everest-base-camp-trek/2019-09-05,https://trekkingteamgroup.com/page/booking/everest-base-camp-trek/2019-09-05,1,3,76,https://trekkingteamgroup.com/page/booking/everest-base-camp-trek/2019-09-05,PROPN,NNP,ROOT,xxxx://xxxx.xxx/xxxx/xxxx/xxxx-xxxx-xxxx-xxxx/dddd-dd-dd,0.0
https://linktr.ee/blockchainsummitlatam,https://linktr.ee/blockchainsummitlatam,1,1,39,https://linktr.ee/blockchainsummitlatam,NOUN,NN,ROOT,xxxx://xxxx.xx/xxxx,0.0
http://www.up.co/communities/mongolia/startup-weekend/8942,http://www.up.co/communities/mongolia/startup-weekend/8942,1,1,58,http://www.up.co/communities/mongolia/startup-weekend/8942,ADV,RBS,ROOT,xxxx://xxx.xx.xx/xxxx/xxxx/xxxx-xxxx/dddd,0.0
http://bit.ly/2j59LPD,http://bit.ly/2j59LPD,1,1,21,http://bit.ly/2j59lpd,SPACE,_SP,ROOT,xxxx://xxx.xx/dxddXXX,0.0
https://gsvcup2023.paperform.co/?_ga=2.173226917.769383652.1662666276-1788046133.1662666276,https://gsvcup2023.paperform.co/?_ga=2.173226917.769383652.1662666276-1788046133.1662666276,1,1,91,https://gsvcup2023.paperform.co/?_ga=2.173226917.769383652.1662666276-1788046133.1662666276,NOUN,NN,ROOT,xxxx://xxxxdddd.xxxx.xx/?_xx=d.dddd.dddd.dddd-dddd.dddd,0.0
http://bit.ly/26jZtuW,http://bit.ly/26jZtuW,1,1,21,http://bit.ly/26jztuw,NOUN,NN,ROOT,xxxx://xxx.xx/ddxXxxX,0.0
https://www.festivals.com/sleep-apnea-what-are-the-solutions-6449,https://www.festivals.com/sleep-apnea-what-are-the-solutions-6449,1,1,65,https://www.festivals.com/sleep-apnea-what-are-the-solutions-6449,NUM,CD,ROOT,xxxx://xxx.xxxx.xxx/xxxx-xxxx-xxxx-xxx-xxx-xxxx-dddd,0.0
https://newton-dentistry.ticketbud.com/learn-how-to-fix-my-purple-gums,https://newton-dentistry.ticketbud.com/learn-how-to-fix-my-purple-gums,1,1,70,https://newton-dentistry.ticketbud.com/learn-how-to-fix-my-purple-gums,SPACE,_SP,ROOT,xxxx://xxxx-xxxx.xxxx.xxx/xxxx-xxx-xx-xxx-xx-xxxx-xxxx,0.0
https://www.eventbrite.com/e/interested-in-invisalign-are-you-a-candidate-tickets-76822457037,https://www.eventbrite.com/e/interested-in-invisalign-are-you-a-candidate-tickets-76822457037,1,1,93,https://www.eventbrite.com/e/interested-in-invisalign-are-you-a-candidate-tickets-76822457037,SPACE,_SP,ROOT,xxxx://xxx.xxxx.xxx/x/xxxx-xx-xxxx-xxx-xxx-x-xxxx-xxxx-dddd,0.0
http://xpfactory.ir/index.php/en/,http://xpfactory.ir/index.php/en/,1,1,33,http://xpfactory.ir/index.php/en/,VERB,VB,ROOT,xxxx://xxxx.xx/xxxx.xxx/xx/,0.0
https://indojayaepoxy.com/contact-us/,https://indojayaepoxy.com/contact-us/,1,1,37,https://indojayaepoxy.com/contact-us/,NOUN,NN,ROOT,xxxx://xxxx.xxx/xxxx-xx/,0.0
https://insider.in/valley-of-flowers-sep5-2020/event,https://insider.in/valley-of-flowers-sep5-2020/event,1,1,52,https://insider.in/valley-of-flowers-sep5-2020/event,NUM,CD,ROOT,xxxx://xxxx.xx/xxxx-xx-xxxx-xxxd-dddd/xxxx,0.0
https://bit.ly/3edsdib,https://bit.ly/3edsdib,1,1,22,https://bit.ly/3edsdib,VERB,VB,ROOT,xxxx://xxx.xx/dxxxx,0.0
https://digital-labin.com/tickets,https://digital-labin.com/tickets,1,1,33,https://digital-labin.com/ticket,NOUN,NNS,ROOT,xxxx://xxxx-xxxx.xxx/xxxx,0.0
https://www.mdevcamp.eu/,https://www.mdevcamp.eu/,1,1,24,https://www.mdevcamp.eu/,NUM,CD,ROOT,xxxx://xxx.xxxx.xx/,0.0
http://wintersupplement.com/hemp-oil-tincture-au/,http://wintersupplement.com/hemp-oil-tincture-au/,1,1,49,http://wintersupplement.com/hemp-oil-tincture-au/,PROPN,NNP,ROOT,xxxx://xxxx.xxx/xxxx-xxx-xxxx-xx/,0.0
https://b.tc/conference/,https://b.tc/conference/,1,1,24,https://b.tc/conference/,VERB,VBG,ROOT,xxxx://x.xx/xxxx/,0.0
https://visit.gitex.com/Visitor/Registration/Welcome?ShowCode=GITEX&amp;_ga=2.265652815.1708807296.1662665175-446197905.1662665175,https://visit.gitex.com/Visitor/Registration/Welcome?ShowCode=GITEX&amp;_ga=2.265652815.1708807296.1662665175-446197905.1662665175,1,1,130,https://visit.gitex.com/Visitor/Registration/Welcome?ShowCode=GITEX&amp;_ga=2.265652815.1708807296.1662665175-446197905.1662665175,NOUN,NNS,ROOT,LONG,0.0
https://www.terrapinn.com/exhibition/seamless-middle-east/register.stm,https://www.terrapinn.com/exhibition/seamless-middle-east/register.stm,1,1,70,https://www.terrapinn.com/exhibition/seamless-middle-east/register.stm,NUM,CD,ROOT,xxxx://xxx.xxxx.xxx/xxxx/xxxx-xxxx-xxxx/xxxx.xxx,0.0
https://informaconnect.com/superreturnasia/,https://informaconnect.com/superreturnasia/,1,1,43,https://informaconnect.com/superreturnasia/,X,FW,ROOT,xxxx://xxxx.xxx/xxxx/,0.0
https://www.fintechislands.com/registration,https://www.fintechislands.com/registration,1,1,43,https://www.fintechislands.com/registration,NUM,CD,ROOT,xxxx://xxx.xxxx.xxx/xxxx,0.0
https://www.education2conf.com/register,https://www.education2conf.com/register,1,1,39,https://www.education2conf.com/register,VERB,VB,ROOT,xxxx://xxx.xxxxdxxxx.xxx/xxxx,0.0
https://fb.com/tony590,https://fb.com/tony590,1,1,22,https://fb.com/tony590,PROPN,NNP,ROOT,xxxx://xx.xxx/xxxxddd,0.0
https://hssplustwo.blogspot.com/2018/04/business-studies-class-12.html?showComment=1577639907792#c3226882821618919824,https://hssplustwo.blogspot.com/2018/04/business-studies-class-12.html?showComment=1577639907792#c3226882821618919824,1,1,117,https://hssplustwo.blogspot.com/2018/04/business-studies-class-12.html?showcomment=1577639907792#c3226882821618919824,VERB,VB,ROOT,LONG,0.0
https://shift.infobip.com/#tickets,https://shift.infobip.com/#tickets,1,1,34,https://shift.infobip.com/#ticket,NOUN,NNS,ROOT,xxxx://xxxx.xxxx.xxx/#xxxx,0.0
http://www.kinnernet-europe.com/#about,http://www.kinnernet-europe.com/#about,1,1,38,http://www.kinnernet-europe.com/#about,NOUN,NN,ROOT,xxxx://xxx.xxxx-xxxx.xxx/#xxxx,0.0
https://channelconnect.intelisys.com/en/login,https://channelconnect.intelisys.com/en/login,1,1,45,https://channelconnect.intelisys.com/en/login,PROPN,NNP,ROOT,xxxx://xxxx.xxxx.xxx/xx/xxxx,0.0
https://events.financemagnates.com/londonsummit2022/,https://events.financemagnates.com/londonsummit2022/,1,1,52,https://events.financemagnates.com/londonsummit2022/,PROPN,NNP,ROOT,xxxx://xxxx.xxxx.xxx/xxxxdddd/,0.0
https://emberin.com/10000womenintech/,https://emberin.com/10000womenintech/,1,1,37,https://emberin.com/10000womenintech/,NOUN,NN,ROOT,xxxx://xxxx.xxx/ddddxxxx/,0.0
https://twoisraelicompanies.eventbrite.com/,https://twoisraelicompanies.eventbrite.com/,1,1,43,https://twoisraelicompanies.eventbrite.com/,PROPN,NNP,ROOT,xxxx://xxxx.xxxx.xxx/,0.0
https://www.womentech.net/women-tech-conference,https://www.womentech.net/women-tech-conference,1,1,47,https://www.womentech.net/women-tech-conference,NOUN,NN,ROOT,xxxx://xxx.xxxx.xxx/xxxx-xxxx-xxxx,0.0
https://www.ecell.in/eureka/reg,https://www.ecell.in/eureka/reg,1,1,31,https://www.ecell.in/eureka/reg,SPACE,_SP,ROOT,xxxx://xxx.xxxx.xx/xxxx/xxx,0.0
https://websummit.com/startups/featured-startups?q=eyJxdWVyeSI6Im9mZnRyeXAiLCJwYWdlIjoxLCJjb25maWd1cmUiOnsiaGl0c1BlclBhZ2UiOjQ4LCJ0YWdGaWx0ZXJzIjpbIndzMjEiXX19,https://websummit.com/startups/featured-startups?q=eyJxdWVyeSI6Im9mZnRyeXAiLCJwYWdlIjoxLCJjb25maWd1cmUiOnsiaGl0c1BlclBhZ2UiOjQ4LCJ0YWdGaWx0ZXJzIjpbIndzMjEiXX19,1,1,159,https://websummit.com/startups/featured-startups?q=eyJxdWVyeSI6Im9mZnRyeXAiLCJwYWdlIjoxLCJjb25maWd1cmUiOnsiaGl0c1BlclBhZ2UiOjQ4LCJ0YWdGaWx0ZXJzIjpbIndzMjEiXX19,PROPN,NNP,ROOT,LONG,0.0
https://register.nvidia.com/flow/nvidia/gtcfall2022/attendeeportal/page/registration,https://register.nvidia.com/flow/nvidia/gtcfall2022/attendeeportal/page/registration,1,1,84,https://register.nvidia.com/flow/nvidia/gtcfall2022/attendeeportal/page/registration,NOUN,NN,ROOT,xxxx://xxxx.xxxx.xxx/xxxx/xxxx/xxxxdddd/xxxx/xxxx/xxxx,0.0
https://web.cvent.com/event/50bbfe98-bbbe-4ba6-b344-105211b393ca/summary,https://web.cvent.com/event/50bbfe98-bbbe-4ba6-b344-105211b393ca/summary,1,1,72,https://web.cvent.com/event/50bbfe98-bbbe-4ba6-b344-105211b393ca/summary,VERB,VB,ROOT,xxxx://xxx.xxxx.xxx/xxxx/ddxxxxdd-xxxx-dxxd-xddd-ddddxdddxx/xxxx,0.0
https://connectiondays.com/ziyaretci-kaydi?tag=social,https://connectiondays.com/ziyaretci-kaydi?tag=social,1,1,53,https://connectiondays.com/ziyaretci-kaydi?tag=social,X,FW,ROOT,xxxx://xxxx.xxx/xxxx-xxxx?xxx=xxxx,0.0
https://aeoworks.org/impact30-conference/,https://aeoworks.org/impact30-conference/,1,1,41,https://aeoworks.org/impact30-conference/,NOUN,NNS,ROOT,xxxx://xxxx.xxx/xxxxdd-xxxx/,0.0
https://www.provenexpert.com/en-us/hindu-worship-to-get-ex-lost-love-back/,https://www.provenexpert.com/en-us/hindu-worship-to-get-ex-lost-love-back/,1,1,74,https://www.provenexpert.com/en-us/hindu-worship-to-get-ex-lost-love-back/,NOUN,NN,ROOT,xxxx://xxx.xxxx.xxx/xx-xx/xxxx-xxxx-xx-xxx-xx-xxxx-xxxx-xxxx/,0.0
https://events.hubilo.com/the-future-of-protein-production-summit/register,https://events.hubilo.com/the-future-of-protein-production-summit/register,1,1,74,https://events.hubilo.com/the-future-of-protein-production-summit/register,VERB,VB,ROOT,xxxx://xxxx.xxxx.xxx/xxx-xxxx-xx-xxxx-xxxx-xxxx/xxxx,0.0
https://moneyexpoindia.com/mumbai2022#tickets,https://moneyexpoindia.com/mumbai2022#tickets,1,1,45,https://moneyexpoindia.com/mumbai2022#ticket,NOUN,NNS,ROOT,xxxx://xxxx.xxx/xxxxdddd#xxxx,0.0
https://bit.ly/3ftTM89,https://bit.ly/3ftTM89,1,1,22,https://bit.ly/3ftTM89,NOUN,NNS,ROOT,xxxx://xxx.xx/dxxXXdd,0.0
https://www.petalevents.co.uk/event-details/YourCook%20Comedy%20Showcase:%20Nutrition%2C%20Sport%20&amp;%20Laughter,https://www.petalevents.co.uk/event-details/YourCook%20Comedy%20Showcase:%20Nutrition%2C%20Sport%20&amp;%20Laughter,1,1,115,https://www.petalevents.co.uk/event-details/yourcook%20comedy%20showcase:%20nutrition%2c%20sport%20&amp;%20laughter,NOUN,NN,ROOT,LONG,0.0
https://www.compusystems.com/servlet/sar?evt_uid=786,https://www.compusystems.com/servlet/sar?evt_uid=786,1,1,52,https://www.compusystems.com/servlet/sar?evt_uid=786,NOUN,NN,ROOT,xxxx://xxx.xxxx.xxx/xxxx/xxx?xxx_xxx=ddd,0.0
